event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
2209,Одиночный пикет против политики Путина,2019-09-30,Пикет с плакатом «Стабильные обещания президента — гарант цивилизованной коррупции» возле храма Василия Блаженного на Красной площади. Простоял с плакатом 10 минут.,Москва,,,одиночный пикет,политический протест,коррупция,против политики Путина,стихийный протест,,1,Китай-город,"У храма Василия Блаженного, Красная площадь, 7",https://ovdinfo.org/express-news/2019/09/30/na-krasnoy-ploshchadi-zaderzhali-piketchika-s-plakatom-o-prezidente-i
2205,"Одиночные пикеты за свободу политзаключенных
",2019-10-07,Пикеты Миняйло и Барабанова за освобождение Данила Беглеца,Москва,,,одиночный пикет,политический протест,политзаключенные,в поддержку Беглеца,активистский протест,,2,Преображенское,у здания Мосгорсуда,https://ovdinfo.org/express-news/2019/10/07/u-mosgorsuda-zaderzhali-byvshih-figurantov-moskovskogo-dela-vladislava
2206,"Одиночный пикет против политики Путина
",2019-10-10,"Пикет с плакатом ""Путинизм пожирает людей / Свободу! Владимиру Иванютенко / Бессрочный протест СПб""
",Санкт-Петербург,,,одиночный пикет,политический протест,другое,против политики Путина,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/10/10/v-peterburge-zaderzhali-aktivista-bessrochnogo-protesta-za-plakat-putinizm
2207,Одиночный пикет в поддержку ЛГБТ,2019-10-11,"Пикет с плакатом «В Чечне убивают и пытают геев. Где уголовные дела?»
",Москва,,,одиночный пикет,политический протест,гендерные права,протест за права ЛГБТ,активистский протест,,10,Мещанский,у представительства Чечни,"https://ovdinfo.org/express-news/2019/10/11/v-moskve-u-predstavitelstva-chechni-zaderzhali-10-chelovek-troe-stoyali-v
"
2208,Одиночный пикет против турецкой агрессии на севере Сирии,2019-10-12,"Пикет с плакатом ""Erdogan, Putin, Trump etc, hands off Syria""",Санкт-Петербург,,,одиночный пикет,политический протест,другое,против войны в Сирии,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"7 Советская улица, напротив турецкого консульства",https://ovdinfo.org/express-news/2019/10/12/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa-protiv-tureckoy
2204,Одиночный пикет в поддержку Константина Котова,2019-10-13,"В Москве у памятника героям Плевны задержали муниципального депутата Надежду Жуйкову, стоявшую в одиночном пикете в поддержку осужденного по «дадинской» статье Константина Котова, а также активистку движения SERB Евгению Пономареву.",Москва,,,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,,памятник героям Плевны,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2134,День открытых дверей МГУ,2019-10-13,На дне открытых дверей в МГУ задержали студентов-активистов Инициативной группы МГУ и «Бессрочного протеста» после попытки задать ректору университета Виктору Садовничему вопрос об арестованном аспиранте Азате Мифтахове.,Москва,,,культурно-просветительское мероприятие,политический протест,политзаключенные,в поддержку Азата Мифтахова,активистский протест,,4,Отделение полиции МГУ,микрорайон Ленинские горы 1,https://ovdinfo.org/express-news/2019/10/13/na-dne-otkrytyh-dverey-mgu-zaderzhali-studentov-zadavshih-rektoru-vopros-pro
2203,Одиночный пикет в поддержку Константина Котова,2019-10-13,"У памятника Жукову задержали еще двоих человек: участника пикета и неизвестного, который на него напал.",Москва,,,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,,памятник Жукову,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2164,Акция у здания ФСБ,2019-10-13,У здания ФСБ на Лубянке задержали группу активистов.,Москва,,,акция,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,4,Мещанский,Большая Лубянка 2,https://ovdinfo.org/express-news/2019/10/13/v-moskve-zaderzhali-uchastnikov-akcii-v-podderzhku-osuzhdennogo-po-dadinskoy
2165,Одиночный пикет в поддержку Константина Котова,2019-10-14,"В Петербурге у Гостиного двора задержали Евгения Мусина и Марию Малышеву, проводивших одиночные пикеты в поддержку Константина Котова. На плакате у Мусина бло написано «Дело Котова — печать бандита на лице Путина. Если ты гарант, где же твои гарантии?». Малышева стояла с плакатом «Очередной позор путинского кривосудия — 4 года тюрьмы за три митинга. Свободу Котову».",Санкт-Петербург,,,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,2,Отдел полиции №28 Центрального района г.Санкт-Петербурга,"Невский проспект, 35",https://ovdinfo.org/express-news/2019/10/14/v-peterburge-zaderzhali-uchastnikov-odinochnyh-piketov-v-podderzhku
2166,"Одиночный пикет в поддержку фигурантов дела ""Сети""",2019-10-19,"В Москве у здания ФСБ на Лубянке задержали мужчину по имени Александр во время одиночного пикета в поддержку фигурантов дела ""Сети"". Задержание произошло после того, как Александр начал спорить с активистами движения SERB.",Москва,,,одиночный пикет,политический протест,политзаключенные,"""в поддержку фигурантов дела """"Сети""""""",активистский протест,,1,,"Большая Лубянка, 2",https://ovdinfo.org/express-news/2019/10/19/v-moskve-policeyskie-zaderzhali-muzhchinu-vo-vremya-odinochnyh-piketov-v
2167,Одиночный пикет в поддержку Константина Котова,2019-10-19,"В Москве на Красной площади во время одиночного пикета задержали Ольгу Назаренко. Она держала плакат плакат с надписью «Костя Котов — не преступник. Преступники — те, кто сажает» и перечеркнутой статьей 212.1 УК.",Москва,,,одиночный пикет,политический протест,политзаключенные,в поддержку Константина Котова,активистский протест,,1,Отдел полиции Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/19/na-krasnoy-ploshchadi-v-moskve-policeyskie-zaderzhali-uchastnicu-odinochnogo
2163,Одиночный пикет в поддержку политзаключенных,2019-10-20,В Москве на Манежной площади у памятника Жукову во время одиночного пикета в поддержку политзаключенных задержали Александра Терехина,Москва,,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции Китай-город,Манежная площадь,https://ovdinfo.org/express-news/2019/10/20/v-moskve-na-manezhnoy-ploshchadi-zaderzhali-uchastnika-odinochnogo-piketa-v https://t.me/mbkhmedia/14632
2162,"Одиночный пикет с листом бумаги с надписью ""Смерть""",2019-10-20,"В Москве на Красной площади из-за листа бумаги с надписью ""Смерть"" задержали ЛГБТ-активистку Полину Симоненко",Москва,,,одиночный пикет,политический протест,другое,плакат с надписью «смерть»,активистский протест,,1,Отдел полиции Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/20/v-moskve-na-krasnoy-ploshchadi-zaderzhali-lgbt-aktivistku-iz-za-lista-bumagi
2161,"Пикет участницы ""бессрочного протеста"" с пустым листом бумаги",2019-10-20,"В Москве на Красной площади задержали сторонницу ""бессрочного протеста"" Ольгу Мисик из-за пустого листа бумаги",Москва,,,одиночный пикет,политический протест,другое,белый лист бумаги,активистский протест,,1,Отдел полиции Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/20/v-moskve-zaderzhali-storonnicu-bessrochnogo-protesta-iz-za-belogo-lista https://t.me/Bessro4ka/2924
2160,"Одиночный пикет против политики Путина
",2019-10-23,"В Санкт-Петербурге задержали Андрея Гончарова, который стоял с плакатом «Путинская Россия.
Каждая новость —
Как удар по е. . лу».",Санкт-Петербург,,,одиночный пикет,политический протест,против власти,против политики Путина,стихийный протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,У станции метро Гостиный двор,https://ovdinfo.org/express-news/2019/10/23/v-sankt-peterburge-zaderzhali-uchastnika-odinochnogo-piketa
2159,Пикет экоактивистов «Fridays for future»,2019-10-25,"В Москве на Суворовской площади задержали четырех активистов климатического движения Fridays for future. Ранее активисты подавали уведомление, но им отказали",Москва,,,собрание,политический протест,экология,движение Fridays for Future,активистский протест,,3,Мещанский,Суворовская площадь ,https://ovdinfo.org/express-news/2019/10/25/na-suvorovskoy-ploshchadi-v-moskve-zaderzhali-aktivistov-klimaticheskogo
2158,Пикет в поддержку фигурантов «московского дела» и других политзаключенных,2019-10-26,"В Петербурге полиция задержала участника пикета в поддержку фигурантов «московского дела» и других политических заключенных Станислава Бессекерского из-за плаката «Московское дело. Дернул за рукав полицейского — 3−4 года колонии, у нас столько дают за убийство, это диктатура закона Владимира Путина. Партия Яблоко». ",Санкт-Петербург,,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/10/26/v-peterburge-zaderzhali-uchastnika-piketa-v-podderzhku-figurantov
2127,Одиночный пикет на Красной площади,2019-10-30,Полицейские задержали участника одиночного пикета на Красной площади,Москва,,,одиночный пикет,политический протест,другое,,активистский протест,,1,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/10/30/na-krasnoy-ploshchadi-zaderzhan-muzhchina-stoyavshiy-v-odinochnom-pikete
2156,"Одиночный пикет ""против жуликов и воров""",2019-11-01,Полицейские задержали участника одиночного пикета с плакатом против жуликов и воров,Москва,,,одиночный пикет,политический протест,против власти,против Единой России,активистский протест,,1,Мещанский,"возле дома Цветной бульвар, 30",https://ovdinfo.org/express-news/2019/11/01/v-moskve-na-cvetnom-bulvare-zaderzhali-uchastnika-piketa
2157,Пикет ЛГБТ-активисток у здания ФСБ,2019-11-01,Двух ЛГБТ-активисток задержали из-за пикета возле здания ФСБ. У одной из них был плакат «Love has no gender»,Москва,,,собрание,групповой протест,гендерные права,протест за права ЛГБТ,активистский протест,,2,Мещанский,"У здания ФСБ, Большая Лубянка, 2",https://ovdinfo.org/express-news/2019/11/01/dvuh-lgbt-aktivistok-zaderzhali-vo-vremya-piketa-u-zdaniya-fsb-i-zaveli
2155,Русский марш,2019-11-04,"В Москве на ""Русском марше"" задержали православного хоругвеносца за символику",Москва,checked,https://ovdinfo.org/express-news/2019/10/30/prefektura-yuvao-soglasovala-russkiy-marsh-vydav-otkaz-ranee-soglasovannomu,в движении,политический протест,националистическая повестка,Русский марш,институциональный протест,"Комитет «Нация и Свобода»,Ассоциация Народного Сопротивления (АНС)",1,Люблино,ул. Перерва-ул. Люблинская,https://ovdinfo.org/express-news/2019/11/04/v-moskve-na-russkom-marshe-policiya-zaderzhala-pravoslavnogo-horugvenosca
2154,Демонстрация в годовщину Октябрьской революции,2019-11-07,"В Санкт-Петербурге на акции в честь годовщины Октябрьской революции задержали демонстрантов, шедших к крейсеру ""Аврора"" с флагами КПРФ и «Левого фронта»",Санкт-Петербург,,,в движении,политический протест,другое,годовщина Октябрьской революции,институциональный протест,"КПРФ,Левый фронт",8,,на пересечении Петровской набережной и Мичуринской улицы,https://ovdinfo.org/express-news/2019/11/07/v-peterburge-zaderzhali-uchastnikov-demonstracii-v-chest-godovshchiny
2152,Прогулка обманутых дольщиков,2019-11-09,"В Москве на Красной площади задержали трех человек, участвовавших в массовой прогулке обманутых дольщиков ЖК «Царицыно» в оранжевых жилетах, отпустили после объяснительных",Москва,,,в движении,локальный протест,жилье,обманутые дольщики,активистский протест,,3,Китай-город,Красная площадь,https://ovdinfo.org/express-news/2019/11/09/na-krasnoy-ploshchadi-v-moskve-zaderzhali-troih-obmanutyh-dolshchikov-zhk
2153,Одиночный пикет против мусорного полигона на Шиесе,2019-11-10,"В Санкт-Петербурге на Невском проспекте во время одиночного пикета против мусорного полигона на Шиесе активиста задержали по КУСП, отпустили без протокола, но изъяли плакат",Санкт-Петербург,,,одиночный пикет,локальный протест,экология,против свалки на Шиесе,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Невский проспект,https://ovdinfo.org/express-news/2019/11/10/v-peterburge-policiya-zaderzhala-piketchika-s-plakatom-shies-s-prazdnikom
2149,Прогулка на Красной площади в маске Ельцина,2019-11-17,Задержание несовершеннолетней во время прогулки по Красной площади в маске Бориса Ельцина,Москва,,,в движении,политический протест,свобода собраний,,активистский протест,,1,Китай-город,"Возле мавзолея Ленина, Красная площадь",https://ovdinfo.org/express-news/2019/11/17/v-moskve-na-krasnoy-ploshchadi-zaderzhali-aktivistku-olgu-misik-ona-byla-v
2150,Одиночный пикет в поддержку депутата ЗакСа Вишневского,2019-11-17,"Задержание участника одиночного пикета с плакатом «Да — депутату Вишневскому, нет — клевете и пропаганде, нет — Путину и пропаганде»",Санкт-Петербург,,,одиночный пикет,политический протест,против власти,против президента Путина,активистский протест,,1,Отдел полиции №28 Центрального района г.Санкт-Петербурга,"возле Гостиного двора, Невский проспект, 35",https://ovdinfo.org/express-news/2019/11/17/v-sankt-peterburge-vtoroe-za-den-zaderzhanie-na-odinochnom-pikete-u
2151,Одиночный пикет против Беглова,2019-11-17,"Задержание участника одиночного пикета с плакатом «Выбрали Беглова? Получайте: метро +10–15 рублей, автобусы +10 рублей»",Санкт-Петербург,,,одиночный пикет,политический протест,выборы,против врио губернатора Петербурга Александра Беглова,активистский протест,,1,Отдел полиции №28 Центрального района г.Санкт-Петербурга,"возле Гостиного двора, Невский проспект, 35",https://ovdinfo.org/express-news/2019/11/17/v-sankt-peterburge-na-odinochnom-pikete-zaderzhali-storonnika-bessrochnogo
2148,Концерт Сергея Шнурова и Ивана Алексеева (Noize MC),2019-11-23,"Сразу после концерта (рэп-баттла) Сергея Шнурова и Ивана Алексеева (Noize MC) на ""ЦСКА Арене"" за мат задержали Noize MC, у него до 4 утра брали объяснения, составили протокол и оштрафовали по статье о мелком хулиганстве (ч. 1 ст. 20.1 КоАП). На Шнурова составили протокол по той же статье, к которому он приложил лингвистическую экспертизу от 2016 г.",Москва,,,культурно-просветительское мероприятие,локальный протест,другое,,стихийный протест,,2,,,https://ovdinfo.org/express-news/2019/11/24/v-moskve-policeyskie-otshtrafovali-uchastnikov-rep-battla-za-ispolzovanie
2147,"Бессрочная акция ""Шиес. Народ""",2019-11-28,"В Москве на Пушкинской площади у памятника Пушкину полицейские задержали во время бессрочного пикета с баннером ""Шиес. Народ"" Анатолия Куценкова, затем - активистов «Другой России» Михаила Галяшкина и Тимофея Филина, а также Федора Морозова.",Москва,,,акция,локальный протест,экология,против свалки на Шиесе,активистский протест,,4,Тверской,"Пушкинская площадь, у памятника Пушкину",https://ovdinfo.org/express-news/2019/11/28/v-moskve-na-pushkinskoy-ploshchadi-zaderzhali-ekoaktivista-s-bannerom-shies https://zona.media/news/2019/11/28/shies https://novayagazeta.ru/news/2019/11/28/157266-v-moskve-politsiya-zaderzhala-zaschitnikov-shiesa-za-odinochnye-pikety-na-pushkinskoy-ploschadi
2146,Одиночный пикет в рамках движения Fridays for Future,2019-11-29,"В Санкт-Петербурге на площади Ленина во время одиночного пикета задержали экоактивистку движения Fridays for Future Александру Пипич. Она стояла с плакатом «Ответственное производство, ответственное потребление, ответственная утилизация».",Санкт-Петербург,,,одиночный пикет,политический протест,экология,движение Fridays for Future,активистский протест,,1,Отдел полиции №51 Московского района г.Санкт-Петербурга,площадь Ленина,https://ovdinfo.org/express-news/2019/11/29/v-peterburge-vo-vremya-odinochnogo-piketa-zaderzhali-aktivistku-fridays https://paperpaper.ru/papernews/2019/11/29/v-peterburge-vo-vremya-piketa-zaderzhal/
2145,Одиночный пикет в поддержку политзаключенных,2019-11-30,"В Санкт-Петербурге во время одиночного пикета с плакатом ""Свободу узникам совести"" задержали Веру Олейникову.",Санкт-Петербург,,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2019/11/30/v-peterburge-policeyskie-zaderzhali-uchastnicu-odinochnogo-piketa-v https://t.me/jazzverok/8322
2137,"Протест против сноса киноцентра ""Соловей""",2019-12-02,"Три женщины пришли на последний сеанс в киноцентре ""Соловей"", а после фильма не стали покидать кинозал. Одна из них приковала себя наручниками к креслу в зале в знак протеста против сноса кинотеатра. Всех их задержали.",Москва,,,акция,локальный протест,градостроительная,против сноса киноцентра «Соловей»  ,активистский протест,,3,Пресненский,"В здании киноцентра ""Соловей"", ул. Дружинниковская, 15",https://ovdinfo.org/express-news/2019/12/02/v-solove-zaderzhali-treh-devushek-odna-iz-nih-prikovala-sebya-naruchnikami-k
2144,"Баннер ""Свободу полизаключенным"" возле суда",2019-12-03,"Активисты «бесрочки» вывесили рядом со зданием Кунцевского суда, где проходило заседание по делу Егора Жукова, баннер ""Свободу политзаключенным"". Одного из них задержали",Москва,,,акция,групповой протест,политзаключенные,в поддержку политзаключенных,активистский протест,,1,,"Возле Кунцевского районного суда, Ярцевская, 12",https://ovdinfo.org/express-news/2019/12/03/u-kuncevskogo-suda-zaderzhali-aktivista-bessrochki-za-banner-svobodu
2143,"Акция обманутых дольщиков ЖК ""Сходня Парк""",2019-12-04,В Москве возле Красной площади полицейские задержали обманутого дольщика ЖК «Сходня Парк» из-за плаката с критикой чиновников на его автомобиле,Москва,,,в движении,локальный протест,жилье,обманутые дольщики,активистский протест,,1,Отдел полиции Китай-город,Недалеко от Красной площади,https://ovdinfo.org/express-news/2019/12/04/v-moskve-vozle-krasnoy-ploshchadi-zaderzhali-obmanutogo-dolshchika-iz-za
2142,"Акция обманутых дольщиков ЖК ""Сходня парк""",2019-12-05,"В Москве возле Красной площади сотрудники правоохранительных органов задержали водителя, который хотел сфотографировать плакат на своем автомобиле",Москва,,,в движении,локальный протест,жилье,обманутые дольщики,активистский протест,,1,Отдел полиции Китай-город,Возле Красной площади,https://ovdinfo.org/express-news/2019/12/05/vozle-krasnoy-ploshchadi-zaderzhali-voditelya-za-fotografirovanie-plakata-na
2141,"Акция обманутых дольщиков ЖК ""Три кита""",2019-12-06,"В Петербурге задержали пятерых участников акции «бездомные дольщики», которые перекрыли проезжую часть в центре города.",Санкт-Петербург,,,в движении,локальный протест,жилье,обманутые дольщики,активистский протест,,5,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"Возле Правительства Ленинградской области, пешеходный переход через Суворовский проспект между домами 62 и 67",https://ovdinfo.org/express-news/2019/12/06/v-peterburge-zaderzhali-perekryvshih-dorogu-obmanutyh-dolshchikov
2140,Родители политзаключенных за свободу своих детей,2019-12-07,В Москве на Кремлевской набережной полицейские задержали четверых участников пикетов против политических репрессий. Среди задержанных были родители политзаключенных,Москва,,,собрание,групповой протест,политзаключенные,в поддержку политзаключенных,активистский протест,,4,Отдел полиции Китай-город,"Возле Кремля, Кремлевская набережная",https://ovdinfo.org/express-news/2019/12/07/v-moskve-vozle-kremlya-policeyskie-zaderzhali-uchastnikov-piketa-protiv
2139,Митинг против повышения тарифов на проезд,2019-12-08,Полиция в Санкт-Петербурге во время согласованного митинга против повышения тарифов на проезд задержала четырех его участников,Санкт-Петербург,checked,https://t.me/StopTarifSpb/9,собрание,групповой протест,узкоэкономические требования,Против повышения тарифов на проезд в общественном транспорте,институциональный протест,"Партия Роста,Справедливая Россия,Красивый Петербург,Объединение перевозчиков России,Левый фронт",4,"Отдел полиции №24 Невского района г. Санкт-Петербурга,Отдел полиции №21 Калининского района г.Санкт-Петербурга","Возле Финляндского ж/д вокзала, площадь Ленина",https://ovdinfo.org/express-news/2019/12/08/v-peterburge-prohodit-miting-protiv-povysheniya-tarifov-na-proezd-est
2138,Одиночный пикет против поглощения Беларуси,2019-12-08,У посольства Республики Беларусь задержали участника одиночного пикета против объединения России с Беларусью Константина Мкртчяна,Москва,,,одиночный пикет,политический протест,внешняя политика,Против объединения России и Беларуси,активистский протест,,1,,"Возле посольства Республики Беларусь в РФ, Маросейка 17/6 ст. 4",https://ovdinfo.org/express-news/2019/12/08/u-posolstva-respubliki-belarus-v-moskve-zaderzhali-piketiruyushchego
2126,Недопикет группы активистов после провокации полиции,2019-12-12,"Активисты шли по улице, когда их окружили около десяти полицейских, остановили и заставили вынуть из сумки плакат, положить его на землю и развернуть. После этого полиция задержала активистов ",Москва,,,собрание,политический протест,другое,,активистский протест,,5,Отдел полиции по охране с/к «Лужники»,"Станция метро ""Фрунзенская""",https://ovdinfo.org/express-news/2019/12/12/v-moskve-u-stancii-metro-frunzenskaya-zaderzhali-neskolkih-chelovek-prichina
2133,"Пикет за Сергея Щербакова
",2019-12-20,"Пикетчик залез с плакатом на Крымский мост у м. Парк Культуры. Текст - «ГБУ Москвы / хватит кошмарить Сергея Щербакова / YouTube / профсоюз ГБУ «Автомобильные дороги»

",Москва,,,одиночный пикет,локальный протест,другое,профессиональные права,активистский протест,,1,Хамовники,"Крымский мост, м. Парк Культуры","https://ovdinfo.org/express-news/2019/12/20/v-moskve-zaderzhali-piketchika-na-krymskom-mostu
"
2132,"Пикет бессрочки
",2019-12-21,"На Красной площади пикетчик стоял с плакатом с изображением смайлика. Задержали его и ещё троих, один из них оператор
",Москва,,,одиночный пикет,политический протест,другое,"""""""в поддержку прав человека, свободы слова и собраний""""""",активистский протест,Бессрочный протест,3,Китай-город,Красная площадь,"https://ovdinfo.org/express-news/2019/12/21/na-krasnoy-ploshchadi-v-moskve-zaderzhali-cheloveka-iz-za-plakata-s
"
2136,Одиночный пикет в поддержку политзаключенных,2019-12-27,Игорь Горланов вышел к администрации президента в Москве с одиночным пикетом в поддержку политзаключенных. Его задержали.,Москва,,,одиночный пикет,политический протест,политзаключенные,,активистский протест,,1,,"Возле приемной президента, Ильинка, 23 ст. 1.",https://ovdinfo.org/express-news/2019/12/31/v-moskve-zaderzhannogo-na-odinochnom-pikete-prinuditelno-pomestili-v
2135,Одиночные пикеты на Тверской,2019-12-31,Полиция задержала двух участников одиночных пикетов и еще 16 человек за вопросы об основаниях для задержания.,Москва,,,одиночный пикет,политический протест,политзаключенные,,активистский протест,,18,"Отдел МВД по городскому округу Троицк,Тверской","Тверская улица, рядом с Пушкинской площадью",https://ovdinfo.org/express-news/2019/12/31/v-moskve-na-tverskoy-zaderzhali-odinochnogo-piketchika-zatem-bolshuyu-gruppu
2356,Встреча Нового года экоактивистов,2020-01-01,"Полицейские задержали активистов, которые пришли отпраздновать Новый год на месте эколагеря против мусоросжигательного завода под Осиново, рядом с Казанью",Республика Татарстан,,,собрание,локальный протест,экология,против строительства мусоросжигательного завода под Казанью,активистский протест,,4,,"Осиново, территория холдинга «Ак Барс»",https://ovdinfo.org/express-news/2020/01/01/v-tatarstane-policeyskie-zaderzhivali-protivnikov-stroitelstva
2355,"Одиночный пикет в поддержку фигурантов дела ""Сети""",2020-01-03,"Полицейские в Москве возле памятника Грибоедову задержали Сергея Запольного, который стоял в одиночном пикете в поддержку фигурантов дела «Сети»",Москва,,,одиночный пикет,политический протест,политзаключенные,"""в поддержку фигурантов дела """"Сети""""""",активистский протест,,1,Басманный,Возле памятника А.С. Грибоедову,https://ovdinfo.org/express-news/2020/01/03/v-moskve-u-pamyatnika-griboedovu-zaderzhali-piketchika-s-plakatom-v
2357,Прогулка для оценки реконструкции,2020-01-04,"Полицейские задержали граждан, среди которых были активисты движения «Город наш», которые пришли осмотреть результаты реконструкции центральной площади Махачкалы, их отпустили из отделения, когда переписали данные паспортов",Республика Дагестан,,,собрание,локальный протест,градостроительная,против неудачной реконструкции,активистский протест,,6,,Центральная площадь Махачкалы,https://ovdinfo.org/express-news/2020/01/05/v-mahachkale-zaderzhali-shest-chelovek-oni-prishli-ocenit-rekonstrukciyu
2358,Одиночный пикет против президента,2020-01-10,"Активиста задержали во время одиночного пикета против президента у Гостиного двора в Петербурге по поступившей жалобе КУСП, в отделении изъяли два плаката",Санкт-Петербург,,,одиночный пикет,политический протест,против власти,против президента Путина,активистский протест,,1,Отдел полиции №28 Центрального района г.Санкт-Петербурга,У Гостиного двора в Санкт-Петербурге,https://ovdinfo.org/express-news/2020/01/10/v-peterburge-policiya-zaderzhala-odnogo-aktivista-vo-vremya-piketa-drugogo
2360,Акция на проезжей части против климатических изменений,2020-01-13,Полиция задержала активиста климатического движения Extinction Rebellion за акцию на проезжей части. Впоследствии ему присудили 10 суток ареста ,Москва,,,одиночный пикет,локальный протест,экология,против климатических изменений,активистский протест,,1,Китай-город,Моховая улица,https://ovdinfo.org/express-news/2020/01/13/v-moskve-zaderzhali-aktivista-klimaticheskogo-dvizheniya-extinction
2359,Одиночный пикет против коррупции,2020-01-15,"Пенсионерку из Свердловской области задержали в Александровском саду, где она проводила одиночный пикет с просьбой к Путину помочь против коррупции в Асбесте",Москва,,,одиночный пикет,локальный протест,коррупция,против коррупции,стихийный протест,,1,Китай-город,Александровский сад,https://ovdinfo.org/express-news/2020/01/15/v-aleksandrovskom-sadu-v-moskve-zaderzhali-provodivshuyu-odinochnyy-piket
2361,Одиночный пикет против изменений в Конституции,2020-01-17,"Рядом со зданием Госдумы задержали участницу одиночных пикетов против изменений в Конституции, перед этим ее плакат порвал представитель прокремлевского движения, из ОВД отпустили без протокола",Москва,,,одиночный пикет,политический протест,против власти,против изменений Конституции,стихийный протест,,1,Тверской,У Госдумы,https://ovdinfo.org/express-news/2020/01/17/u-gosdumy-zaderzhali-uchastnicu-odinochnogo-piketa-posle-provokacii-serb
2362,Вывешивание плаката на мосту,2020-01-17,"Сотрудники полиции в Иркутске задержали местного жителя, который вывесил плакат на мосту в иркутском Академгородке с надписью «Вор еще у власти», из ОВД его отпустили без протокола.",Иркутская область,,,акция,политический протест,против власти,против действующей власти,стихийный протест,,1,"""МУ МВД России Иркутское, Отдел полиции № 1""",мост в Академгородке,https://ovdinfo.org/express-news/2020/01/17/v-irkutske-zaderzhali-grazhdanskogo-aktivista-za-plakat-vor-eshche-u-vlasti
2363,Одиночный пикет против изменений в Конституции,2020-01-18,"Активистку задержали сразу после одиночного пикета против внесения изменений в Конституцию якобы по заявлению в полицию, из отдела отпустили без протокола",Санкт-Петербург,,,одиночный пикет,политический протест,против власти,против изменений Конституции,активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,У Гостиного двора в Санкт-Петербурге,https://ovdinfo.org/express-news/2020/01/18/v-sankt-peterburge-zaderzhali-aktivistku-stoyavshuyu-v-pikete-protiv
2364,Акция памяти Маркелова и Бабуровой,2020-01-19,"В Москве на ежегодном антифашистском марше памяти Станислава Маркелова и Анастасии Бабуровой 19 января задержали девять человек, акция была согласована. ",Москва,checked,https://www.facebook.com/events/439315666975453/permalink/453061055600914/,в движении,политический протест,антифа,акция памяти убитых в 2009 году неонацистами адвоката Станислава Маркелова и журналистки Анастасии Бабуровой,институциональный протест,антифа,9,"Тверской,Арбат","Новопушкинский сквер, Гоголевский бульвар",https://ovdinfo.org/news/2020/01/19/akcii-pamyati-stanislava-markelova-i-anastasii-baburovoy-19-yanvarya-2020-goda
