year,event_id,event_title,date,region,description,agreement,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
2018,1341,"Акция, посвященная дню рождения Путина",2018-10-07,Санкт-Петербург,"В Петербурге задержали четверых человек во время акции в честь дня рождения Владимира Путина. Активисты перекрыли улицу Восстания, зажгли файеры и развернули баннер «долгих лет тюрьмы».",-,акция,политический протест,против власти,против Путина,активистский протест,Весна,4,Отдел полиции №78 Центрального района г.Санкт-Петербурга,улица Восстания,https://ovdinfo.org/express-news/2018/10/07/v-peterburge-zaderzhali-chetveryh-uchastnikov-akcii-v-chest-dnya-rozhdeniya
2018,1342,«Бессрочный протест» в день рождения Путина,2018-10-07,Санкт-Петербург,У Дворцового моста задержали активистов «бессрочного протеста». В нескольких местах недалеко оттуда появлялись баннеры против Путина.,-,оккупай,политический протест,против власти,против Путина,активистский протест,Бессрочный протест,9,Отдел полиции №76 Центрального района г.Санкт-Петербурга,возле Дворцового моста,https://ovdinfo.org/express-news/2018/10/07/v-peterburge-zaderzhali-aktivistov-bessrochnogo-protesta
2018,1343,Празднование юбилея «бессрочного протеста»,2018-10-09,Москва,"На Пушкинской площади задержали несовершеннолетнего участника «бессрочного протеста»; он и другие участники хотели записать ролик в честь «юбилея движения». Активисты развернули на площади баннер, где было написано «Бессрочка», после чего их окружили.",-,оккупай,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,1,Тверской,Пушкинская площадь,https://ovdinfo.org/express-news/2018/10/09/na-pushkinskoy-ploshchadi-zaderzhali-nesovershennoletnego-uchastnika
2018,1344,Одиночные пикеты против пенсионной реформы,2018-10-13,Санкт-Петербург,Участники «бессрочного протеста» стояли с одиночными пикетами против пенсионной реформы и властей на Дворцовой площади одного из них задержали.,-,одиночный пикет,политический протест,против власти,протест против пенсионной реформы,активистский протест,Бессрочный протест,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Дворцовая площадь,https://ovdinfo.org/express-news/2018/10/13/v-peterburge-vo-vremya-odinochnyh-piketov-zaderzhali-uchastnika-bessrochnogo
2018,1345,Акция с файером в поддержку политзаключенных,2018-10-13,Москва,После акции с файером у здания ФСБ (зажегший файер активист кричал «Свободу политзаключенным!») задержали двух активистов. Один из задержанных - участник «бессрочного протеста».,-,акция,политический протест,политзаключенные,поддержка политзаключенных,активистский протест,,2,Мещанский,У здания ФСБ на Лубянской площади,https://ovdinfo.org/express-news/2018/10/13/v-moskve-posle-akcii-s-faerom-u-zdaniya-fsb-zaderzhali-dvuh-aktivistov
2018,1346,Молчаливое шествие «бессрочного протеста»,2018-10-13,Москва,"На молчаливом шествии «бессрочного протеста» от Казанского собора к Красной площади задержано пять человек, включая одного несовершеннолетнего. Несовершеннолетнего забрал отец, на остальных составили административные протоколы/",-,в движении,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,5,Китай-город,Никольская улица,"https://ovdinfo.org/story/bessrochnyy-protest, https://ovdinfo.org/express-news/2018/10/13/v-moskve-na-molchalivom-shestvii-bessrochnogo-protesta-nachalis-zaderzhaniya, "
2018,1347,Встреча участников «Бессрочный протест»,2018-10-14,Санкт-Петербург,"Задержали четверых участников «бессрочного протеста» и двух сотрудников пресс-службы движения «За права человека» с пресс-картами, когда они сидели на лавке. Журналисты — также участники «Бессрочки» — приехали из Москвы, чтобы сделать сюжет о движении. ",-,собрание,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,6,Отдел полиции №78 Центрального района г.Санкт-Петербурга,,https://ovdinfo.org/express-news/2018/10/14/v-peterburge-zaderzhali-dvuh-zhurnalistov-i-treh-aktivistov-bessrochnogo
2018,1348,Пикеты в поддержку политзаключенных,2018-10-18,Санкт-Петербург,"Задержание активистов из-за пикетов в поддержку политзаключенных. Один из них стоял с плакатом ""Репрессии - показатель слабости и преступности власти. Свободу политзаключенным."" ",-,одиночный пикет,политический протест,политзаключенные,поддержка украинских политзаключенных,активистский протест,,2,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Площадь Восстания,https://ovdinfo.org/express-news/2018/10/18/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa
2018,1349,Акция в поддержку крымских татар в рамках «Стратегии-31»,2018-10-18,Санкт-Петербург,"В Петербурге задержали участника акции в поддержку крымских татар «Стратегия-18» Дмитрия Дорохина за то, что он спросил у сотрудника полиции основания для проверки документов у активистов.",-,собрание,политический протест,политзаключенные,в поддержку крымских татар,активистский протест,Стратегия–18,1,Отдел полиции №76 Центрального района г.Санкт-Петербурга,Невский проспект,https://ovdinfo.org/express-news/2018/10/18/v-peterburge-zaderzhali-uchastnika-akcii-v-podderzhku-krymskih-tatar
2018,1350,Пикеты в поддержку политзаключенных,2018-10-18,Санкт-Петербург,"В Петербурге задержали участников одиночных пикетов, активистов «бессрочного протеста» Евгения Тарасова и Евгения Мусина. Мусин стоял с плакатом «Репрессии — показатель слабости и преступности власти. Свободу политзаключенным». ",-,одиночный пикет,политический протест,политзаключенные,поддержка политзаключенных,активистский протест,Бессрочный протест,2,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Площадь Восстания,https://ovdinfo.org/express-news/2018/10/18/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa
2018,1351,Пикет в поддержку Олега Сенцова рамках «Стратегии-18».,2018-10-18,Санкт-Петербург,Задержание активиста с одиночный пикет в поддержку Олега Сенцова рамках серии акций «Стратегии-18».,-,одиночный пикет,политический протест,политзаключенные,освобождение Олега Сенцова,активистский протест,Стратегия–18,1,Отдел полиции №76 Центрального района г.Санкт-Петербурга,Невский проспект,"https://ovdinfo.org/express-news/2018/10/18/v-peterburge-zaderzhali-uchastnika-akcii-v-podderzhku-krymskih-tatar, https://vk.com/event137781355?w=wall-48665772_291210"
2018,1352,Акция Greenpeace на тему загрязнения городского воздуха,2018-10-22,Москва,"Активисты Greenpeace установили у здания центрального аппарата Роспотребнадзора надувную матрёшку с завязанными глазами и плакат с надписью «Покажите, чем мы дышим». Они требовали, чтобы Роспотребнадзор информировал граждан о загрязнении воздуха оперативно и в полном объёме. Задержали активистку.",-,акция,политический протест,экология,загрязнение городского воздуха,институциональный протест,Greenpeace,1,Тверской,"у здания Роспотребнадзора, Вадковский пер, 18",https://ovdinfo.org/express-news/2018/10/22/v-moskve-zaderzhali-aktivistku-greenpeace-za-matreshku-u-zdaniya
2018,1353,Бессрочный протест,2018-10-22,Москва,"У здания Мосгорсуда задержали двух активистов «бессрочного протеста» — Кристину Тимакову и Владимира Петрова. Полицейские сказали, что «задержали их из-за шествия 22 сентября». ",-,в движении,политический протест,свобода собраний,поддержка политзаключенных,активистский протест,Бессрочный протест,2,Арбат,У здания Мосгорсуда,https://ovdinfo.org/express-news/2018/10/22/u-zdaniya-mosgorsuda-zaderzhali-dvuh-aktivistov-bessrochnogo-protesta
2018,1354,Одиночные пикеты против власти,2018-10-25,Санкт-Петербург,"Задержаны три активиста «бессрочного протеста». Двое которые стояли в одиночных пикетах на Малой Садовой, одного задержали за брань в общественном месте.  У них были плакаты против президента, спецслужб и правительства.",-,одиночный пикет,политический протест,против власти,против Путина,активистский протест,Бессрочный протест,3,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Малая Садовая улица,https://ovdinfo.org/express-news/2018/10/25/v-peterburge-policiya-zaderzhala-troih-chelovek-dvoe-stoyali-v-odinochnyh
2018,1355,Одиночный пикет против власти,2018-10-27,Санкт-Петербург,"Одиночный пикет Евгения Мусина с плакатом с надписями «Президент преступник номер один», «Спецслужбы бандиты номер один», «Правительство лгуны номер один». Неизвестный порвал плакат и попытался завязать драку. На обоих составлены протоколы о мелком хулиганстве",-,одиночный пикет,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,2,Отдел полиции №30 Василеостровского района г.Санкт-Петербурга,у станции метро «Василеостровская»,"https://ovdinfo.org/story/bessrochnyy-protest, https://ovdinfo.org/express-news/2018/10/27/v-peterburge-neizvestnyy-porval-plakat-aktivistu-bessrochnogo-protesta"
2018,1356,Акция в поддержку фигурантов дел «Сети» и «Нового величия»,2018-10-28,Санкт-Петербург,Родители фигурантов дел «Нового величия» и «Сети» организовали шествие в Москве с требованиям прекратить уголовные преследования. В Санкт-Петербурге поддержали акцию: одиночные пикеты перешли в шествие по Невскому проспекту.,-,одиночный пикет,политический протест,политзаключенные,поддержка фигурантов дел «Сети» и «Нового величия»,стихийный протест,,40,"Отдел полиции №29 Московского района г.Санкт-Петербурга,Отдел полиции №28 Центрального района г.Санкт-Петербурга,Отдел полиции №14 Фрунзенского района г.Санкт-Петербурга,Отдел полиции №7 Фрунзенского района г.Санкт-Петербурга","Невский проспект, Малая Садовая","https://ovdinfo.org/news/2018/10/28/spiski-zaderzhannyh-na-akciyah-v-podderzhku-figurantov-del-seti-i-novogo-velichiya, https://ovdinfo.org/news/2018/10/28/akciya-v-podderzhku-figurantov-del-seti-i-novogo-velichiya-onlayn, https://www.novayagazeta.ru/news/2018/10/28/146321-v-peterburge-zaderzhali-ne-menee-semi-uchastnikov-aktsii-v-podderzhku-figurantov-del-seti-i-novogo-velichiya"
2018,1357,Акция в поддержку фигурантов дел «Сети» и «Нового величия»,2018-10-28,Москва,"Родители фигурантов дел «Нового величия» и «Сети» организовали шествие в Москве с требованиям прекратить уголовные преследования. Власти не согласовали акцию. Участники начали акцию у здания ФСБ на Лубянке, но позже переместились на Тверскую улицу, где их начали задерживать.",-,в движении,политический протест,политзаключенные,поддержка фигурантов дел «Сети» и «Нового величия»,стихийный протест,родители фигурантов дел «Нового величия» и «Сети»,19,"Басманный,Красносельский",Тверская улица,"https://ovdinfo.org/news/2018/10/28/spiski-zaderzhannyh-na-akciyah-v-podderzhku-figurantov-del-seti-i-novogo-velichiya, https://ovdinfo.org/news/2018/10/28/akciya-v-podderzhku-figurantov-del-seti-i-novogo-velichiya-onlayn, https://www.novayagazeta.ru/news/2018/10/28/146320-v-gorodah-rossii-prohodyat-aktsii-v-podderzhku-figurantov-del-seti-i-novogo-velichiya"
2018,1358,Пикеты в рамках акции «Бессмертный ГУЛАГ»,2018-10-30,Санкт-Петербург,"Задержаны Дмитрий Бондарев и Николай Сытай, участники акции «Бессмертный ГУЛАГ», посвященной памяти жертв политических репрессий. Николая Сытай задержали из-за того, что он якобы нарушил правила одиночного пикетирования. Задержание Бондарева полицейские объяснили тем, что у него нет регистрации в Петербурге.",-,одиночный пикет,политический протест,политзаключенные,поддержка политзаключенных,активистский протест,Весна,2,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Кирочная улица,"https://ovdinfo.org/express-news/2018/10/30/v-peterburge-zaderzhali-dvuh-uchastnikov-akcii-bessmertnyy-gulag, https://www.svoboda.org/a/29573715.html"
2018,1359,Соболезнования «Бессрочного протеста» по случаю гибели полицейского,2018-11-01,Москва,"Около здания 2-го оперативного полка полиции задержали шестерых участников «Бессрочного протеста». В связи с гибелью сотрудника этого полка, активисты собирались положить цветы и отдать письмо с соболезнованиями. Но их задержали на входе из торгового центра по дороге к зданию полиции.",-,собрание,политический протест,другое,в память погибшему полицейскому,активистский протест,Бессрочный протест,6,Очаково-Матвеевское,ул. Рябиновая,https://ovdinfo.org/express-news/2018/11/01/v-moskve-zaderzhali-shesteryh-uchastnikov-bessrochnogo-protesta
2018,1360,Одиночные пикеты в честь приезда Владимира Соловьева,2018-11-02,Санкт-Петербург,"Задержание участников одиночного пикета в честь приезда в город пропагандистского журналиста Владимира Соловьева. Всех доставили в ОП, затем отпустили кроме одного.",-,одиночный пикет,политический протест,другое,приезд Соловьева,активистский протест,,7,Отдел полиции №18 Петроградского района г.Санкт-Петербурга,пересечение Каменноостровского проспекта и Малого проспекта Петроградской стороны,https://ovdinfo.org/express-news/2018/11/02/v-peterburge-zaderzhali-uchastnikov-odinochnyh-piketov-v-chest-priezda
2018,1361,Баннер у Кремля,2018-11-04,Москва,Задержание нескольких за разворачивание баннера у стен Кремля.,-,акция,политический протест,свобода собраний,,активистский протест,,4,Китай-город,у Кремля,https://ovdinfo.org/express-news/2018/11/04/v-moskve-nochyu-zaderzhali-aktivistov-razvernuvshih-banner-u-kremlya
2018,1362,Одиночный пикет с картонной фигурой Бузовой,2018-11-04,Санкт-Петербург,"Пикет с картонной фигурой Ольги Бузовой, к которой прикреплены портреты Полтавченко (бывший губернатор) и Беглова (его преемник). ",-,одиночный пикет,политический протест,против власти,против нынешнего и прошлого губернаторов,активистский протест,«Новое двуличие»,1,Отдел полиции №76 Центрального района г.Санкт-Петербурга,"ул. Лафонская, 6","http://www.rosbalt.ru/piter/2018/11/04/1744109.html, https://ovdinfo.org/express-news/2018/11/04/v-peterburge-dvazhdy-za-sutki-zaderzhali-kartonnuyu-buzovu"
2018,1363,Одиночный пикет против вырубки парка и строительства ЖК «Дмитровский»,2018-11-04,Москва,"Задержание на одиночном пикете против вырубки парка девушки, а также свидетеля, снимающей видео. С них взяли объяснения и изъяли плакат для проверки на наличие экстремизма",-,одиночный пикет,локальный протест,градостроительная,против строительства нового ЖК «Дмитровский»,стихийный протест,,2,Участковый пункт № 13,"Дмитровский район, Москва",https://ovdinfo.org/express-news/2018/11/04/v-moskve-zaderzhali-uchastnicu-odinochnogo-piketa-protiv-vyrubki-i-devushku
2018,1364,Акция «Бессрочка против экстремизма»,2018-11-05,Москва,"Задержание участников акции «Я не экстремист», в рамках которой они надели футболки с надписями «Я не экстремист» и «Бессрочка против экстремизма», раздавая гранат и конфеты прохожим.",-,акция,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,5,Тверской,Москва,https://ovdinfo.org/express-news/2018/11/05/vo-vremya-akcii-ya-ne-ekstremist-v-moskve-zaderzhali-uchastnikov
2018,1365,Пикеты в против роста цен и пенсионной реформы,2018-11-06,Санкт-Петербург,"Задержание за одиночный пикет в рамках «Бессрочного протеста» против роста цен и пенсионной реформы (один стоял с плакатом, двое рядом). Всех отпустили, плакат изъяли.",-,одиночный пикет,политический протест,против власти,протест против пенсионной реформы,активистский протест,Бессрочный протест,3,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Невский проспект,https://ovdinfo.org/express-news/2018/11/06/v-peterburge-zaderzhali-troih-uchastnikov-bessrochnogo-protesta
2018,1366,"Фотоссесия, посвященная дню октябрьской революции",2018-11-07,Санкт-Петербург,"Задержание двух активистов после их фотосессии, посвященной октябрьской революции (без акции или митинга).",-,акция,политический протест,другое,левые активисты задержаны после организации фотосессии,активистский протест,,2,Отдел полиции №51 Московского района г.Санкт-Петербурга,Пулковский парк,https://ovdinfo.org/express-news/2018/11/07/v-peterburge-zaderzhali-dvoih-levyh-aktivistov-posle-fotosessii
2018,1367,Одиночный пикет с осуждением революции 1917 года,2018-11-07,Санкт-Петербург,Задержание активиста «Бессрочного протеста» во время одиночного пикета у крейсера «Аврора» с плакатом «1917 — начало века террора и садизма».,-,одиночный пикет,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,1,Отдел полиции №43 Петроградского района г.Санкт-Петербурга,"напротив крейсера «Аврора», Санкт-Петербург",https://ovdinfo.org/express-news/2018/11/07/v-peterburge-zaderzhali-uchastnika-bessrochnogo-protesta-stoyavshego-v
2018,1368,Одиночный пикет против Путина,2018-11-08,Санкт-Петербург,"Задержание активиста «Бессрочного протеста» во время одиночного пикета против Путина, его отпустили из полиции с обязательством о явке.",-,одиночный пикет,политический протест,против власти,против Путина,активистский протест,Бессрочный протест,1,Отдел полиции №30 Василеостровского района г.Санкт-Петербурга,у станции метро «Василеостровская»,https://ovdinfo.org/express-news/2018/11/08/v-peterburge-storonnika-bessrochnogo-protesta-zaderzhali-vo-vremya-piketa
2018,1369,"Вечеринка в честь дня милиции
",2018-11-09,Москва,"Задержание на вечеринке, посвященной «Дню милиции» человека, одетого в полицейскую форму.",-,культурно-просветительское мероприятие,политический протест,другое,против полицейского произвола,активистский протест,,1,Красносельский,бар «Делай культуру»,https://ovdinfo.org/express-news/2018/11/09/v-moskve-iz-za-policeyskoy-formy-zaderzhali-gostya-vecherinki
2018,1370,Пикеты у посольства Украины в поддержку польской «Фаланги»,2018-11-11,Москва,Задержание во время одиночных пикетов у посольства Украины в знак солидарности с польской политической организацией «Фаланга».,-,одиночный пикет,политический протест,внешняя политика,солидарность с польской политической организацией «Фаланга»,активистский протест,Другая Россия,2,Пресненский,"у посольства Украины, Леонтьевский пер. 18",https://ovdinfo.org/express-news/2018/11/11/dvuh-aktivistov-drugoy-rossii-zaderzhali-vo-vremya-odinochnyh-piketov-u
2018,1371,Одиночный пикет в защиту фигурантов дела «Сети»,2018-11-16,Санкт-Петербург,Задержание активиста «Группы помощи задержанным» Александра Миронова во время одиночного пикета в поддержку фигурантов дела «Сети».,-,одиночный пикет,политический протест,политзаключенные,"""""""поддержка фигурантов дела """"""""Сети""""""""""""""",активистский протест,,1,Отдел полиции №78 Центрального района г.Санкт-Петербурга,Невский проспект,https://ovdinfo.org/express-news/2018/11/16/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa-v-zashchitu-figurantov
2018,1372,Народный сход против застройки сквера в Кунцево,2018-11-18,Москва,"Задержание во время народного схода против застройки сквера в районе Кунцево. Некоторые активисты просто гуляли, некоторые — установили палатки на месте будущей застройки.",-,собрание,локальный протест,градостроительная,против застройки района Кунцево,стихийный протест,,8,Кунцево,"сквер на улице Ивана Франко, Кунцево",https://ovdinfo.org/express-news/2018/11/18/v-kuncevo-zaderzhali-sem-chelovek-nekotorye-iz-nih-vystupayut-protiv
2018,1373,Одиночный пикет в поддержку крымских татар,2018-11-18,Санкт-Петербург,Задержание за одиночный пикет в поддержку крымских татар в рамках бессрочной акции «Стратегия-18». Там же задержали участника «Бессрочного протеста».,-,одиночный пикет,политический протест,политзаключенные,в поддержку крымских татар,активистский протест,Стратегия–18,2,Отдел полиции №78 Центрального района г.Санкт-Петербурга,пересечение Невского проспекта и Садовой ул.,https://ovdinfo.org/express-news/2018/11/18/v-peterburge-zaderzhali-uchastnika-odinochnogo-piketa-v-podderzhku-krymskih
2018,1374,Установка православного креста в рамках протеста против застройки в Кунцево,2018-11-19,Москва,"Задержание за установку православного креста у сквера, который собираются застроить.",-,акция,локальный протест,градостроительная,против застройки района Кунцево,активистский протест,,1,Кунцево,"сквер на улице Ивана Франко, Кунцево",https://ovdinfo.org/express-news/2018/11/19/v-moskve-zaderzhali-protivnika-zastroyki-ustanovivshego-pravoslavnyy-krest-v
2018,1375,Народный сход против застройки сквера в Кунцево,2018-11-19,Москва,"Задержание активиста «Бессрочки» во время схода против застройки Кунцево, задержанный ходил с палкой в руках. Изъяли палку, составили протокол, отпустили из ОП.",-,оккупай,локальный протест,градостроительная,против застройки района Кунцево,активистский протест,Бессрочный протест,1,Кунцево,"сквер на улице Ивана Франко, Кунцево",https://ovdinfo.org/express-news/2018/11/19/v-moskve-zaderzhali-aktivista-bessrochnogo-protesta-priehavshego-k
2018,1376,Народный сход против застройки сквера в Кунцево,2018-11-19,Москва,"Полицейские задержали женщину, которая сидела на земле в сквере, против сноса которого протестуют местные активисты. После этого задержали 70-юю женщину, а также мужчину, который снимал на камеру представителя застройщика.",-,оккупай,локальный протест,градостроительная,против застройки района Кунцево,стихийный протест,,3,Кунцево,"сквер на улице Ивана Франко, Кунцево",https://ovdinfo.org/express-news/2018/11/19/v-moskve-zaderzhali-protivnikov-zastroyki-skvera-v-rayone-kuncevo
2018,1377,Подача заявления о нападении в полицию,2018-11-21,Москва,"Журналиста «Росдержавы» задержали в ОП во время конфликта, возникшего из-за отказа регистрировать его заявление о нападении на него.",-,акция,локальный протест,другое,"""""""отказ в регистрации заявления в полиции, конфликт""""""",стихийный протест,Росдержава,1,Мещанский,"ОП Мещанский, Москва",https://ovdinfo.org/express-news/2018/11/21/v-moskovskom-ovd-povredili-ruku-zhurnalistu-rosderzhavy
2018,1378,Общественная инспекция киноцентра «Соловей»,2018-11-23,Москва,"Около кинотеатра «Соловей» задержали бывшего главу партии «Яблоко» Сергея Митрохина, когда он проводил общественную инспекцию кинотеатра. ",-,акция,локальный протест,градостроительная,против сноса киноцентра «Соловей»,активистский протест,,1,Пресненский,"у кинотеатра «Соловей», Дружинниковская, 15",https://ovdinfo.org/express-news/2018/11/23/v-moskve-u-kinocentra-solovey-zaderzhali-byvshego-glavu-partii-yabloko
2018,1379,Народных сход против сноса киноцентра «Соловей»,2018-11-23,Москва,Задержали пятнадцать участников народного схода против сноса киноцентра «Соловей».,-,собрание,локальный протест,градостроительная,против сноса киноцентра «Соловей»,активистский протест,,15,"Пресненский,Тверской","у кинотеатра «Соловей», Дружинниковская, 15",https://ovdinfo.org/express-news/2018/11/23/v-moskve-zaderzhali-uchastnikov-shoda-protiv-snosa-kinocentra-solovey
2018,1380,Одиночный пикет «Путин это гарантия завтрашнего дня»,2018-11-24,Санкт-Петербург,"У Казанского собора задержали двоих активистов «бессрочного протеста» Илью Ткаченко и Евгения Тарасова, Ткаченко успел на несколько минут развернуть плакат «Путин это гарантия завтрашнего дня».",-,одиночный пикет,политический протест,против власти,против Путина,активистский протест,Бессрочный протест,2,"Отдел полиции №38 Адмиралтейского района г.Санкт-Петербурга,Отдел полиции №28 Центрального района г.Санкт-Петербурга","у здания Казанского собора, Казанская площадь, 2",https://ovdinfo.org/express-news/2018/11/24/u-kazanskogo-sobora-zaderzhali-dvuh-chelovek-iz-za-plakata-putin-garantiya
2018,1381,Одиночные пикеты в поддержку протестующих в Ингушетии,2018-11-26,Санкт-Петербург,В Петербурге на углу Невского проспекта и Малой Садовой улицы задержали участников одиночных пикетов в поддержку протестующих в Ингушетии из-за обмена землей с Чечней.,-,одиночный пикет,политический протест,против власти,перенос границы между Ингушетией и Чечней,активистский протест,,9,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"напротив Екатерининского сада, Невский проспект, 54",https://ovdinfo.org/express-news/2018/11/26/v-peterburge-zaderzhali-uchastnikov-serii-odinochnyh-piketov-v-podderzhku
2018,1382,Одиночный пикет в поддержку протестующих в Ингушетии,2018-11-27,Санкт-Петербург,У Конституционного суда в Петербурге задержали участника «бессрочного протеста» Илью Ткаченко и активистку «Солидарности Спб» Ольгу Смирнову во время одиночного пикета в поддержку народа Ингушетии.,-,одиночный пикет,политический протест,против власти,перенос границы между Ингушетией и Чечней,активистский протест,,2,Отдел полиции №1 Адмиралтейского района г.Санкт-Петербурга,"у здания Конституционного суда, Сенатская площадь, 1",https://ovdinfo.org/express-news/2018/11/27/v-peterburge-aktivistov-zaderzhali-vo-vremya-odinochnogo-piketa-v-podderzhku
2018,1383,Одиночный пикет «Путин – гарант коррупции и деградации»,2018-11-29,Санкт-Петербург,"Задержание участника «бессрочного протеста» Евгения Мусина, когда он стоял в одиночном пикете против политики президента России Владимира Путина.",-,одиночный пикет,политический протест,против власти,Бессрочный протест,активистский протест,,1,Отдел полиции №2 Адмиралтейского района г.Санкт-Петербурга,Сенная площадь,https://ovdinfo.org/express-news/2018/11/29/v-peterburge-uchastnika-bessrochnogo-protesta-zaderzhali-vo-vremya
2018,1384,Пикеты за мир с Украиной и против Путина,2018-12-04,Санкт-Петербург,"Полиция в Петербурге задержала участников «бессрочного протеста» Илью Ткаченко и Евгения Мусина, которые стояли в одиночных пикетах. 
Полицейские также задержали Евгения Тарасова и Елену Осипову, которые также стояли в одиночных пикетах.",-,одиночный пикет,политический протест,против власти,против войны с Украиной,активистский протест,Бессрочный протест,4,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"напротив Екатерининского сада, Невский проспект, 54",https://ovdinfo.org/express-news/2018/12/04/v-peterburge-zaderzhali-piketchikov-s-plakatami-protiv-voyny-i-putina
2018,1385,Одиночные пикеты за роспуск Законодательного собрания,2018-12-06,Санкт-Петербург,"В Петербурге возле Мариинского дворца задержали участников одиночных пикетов, выступающих за роспуск Законодательного собрания (ЗакС) города.",-,одиночный пикет,политический протест,против власти,за роспуск Законодательного собрания,активистский протест,Зеленая коалиция,4,Отдел полиции №2 Адмиралтейского района г.Санкт-Петербурга,"возле здания Законодательного собрания, Исаакиевская пл., 6",https://ovdinfo.org/express-news/2018/12/06/policiya-zaderzhala-piketchikov-vystupayushchih-za-rospusk-zakonodatelnogo
2018,1386,Одиночные пикеты за обмен «всех на всех»,2018-12-08,Москва,На Арбате задержаны две участницы пикетов за обмен пленными и заключенными между Россией и Украиной.,-,одиночный пикет,политический протест,внешняя политика,поддержка украинских политзаключенных,активистский протест,,2,Арбат,"возле памятника Булату Окуджаве, ул Арбат, 45",https://ovdinfo.org/express-news/2018/12/08/v-moskve-zaderzhali-uchastnic-piketa-za-obmen-vseh-na-vseh
2018,1387,Одиночные пикеты «Марш против власти»,2018-12-12,Москва,"На Пушкинской площади полиция задержала участников серии одиночных пикетов «Марш против власти» Дарью Полюдову, Кирилла Котова и Антона Антонова.",-,одиночный пикет,политический протест,против власти,протест против действующей власти,активистский протест,Левое сопротивление,3,Тверской,Пушкинская площадь,https://ovdinfo.org/express-news/2018/12/12/v-moskve-zaderzhali-treh-uchastnikov-akcii-marsh-protiv-vlasti
2018,1388,Раздача листовок и пикет «Бессрочного протеста»,2018-12-13,Санкт-Петербург,"Задержание активиста «Бессрочного протеста» Александра Тонконогова, который раздавал листовки о движении. Позже был задержан активист «Бессрочки» Сергей Беляев. Он держал вместо плаката футболку с надписью «Цвет настроения жёлтый».",-,агитация,политический протест,против власти,Бессрочный протест,активистский протест,Бессрочный протест,2,Отдел полиции №78 Центрального района г.Санкт-Петербурга,"напротив Екатерининского сада, Невский проспект, 54",https://ovdinfo.org/express-news/2018/12/13/v-peterburge-zaderzhali-uchastnika-bessrochnogo-protesta-razdavavshego
2018,1389,Передача в мэрию резолюции митинга в Кунцево,2018-12-15,Москва,"Задержание семерых активистов, которые передали на имя мэра города Сергея Собянина резолюцию митинга в Кунцево.",-,собрание,локальный протест,градостроительная,против застройки района Кунцево,стихийный протест,,7,Тверской,"у здания мэрии Москвы, Тверская, 13",https://ovdinfo.org/express-news/2018/12/15/u-merii-moskvy-zaderzhali-aktivistov-kotorye-peredali-rezolyuciyu-mitinga-v
